title,tv,year,rating,score_imdb,score_rotten,available_on,show_or_movie
Babes in Toyland,,1961,all,6.3,36%,Disney Plus,Movie
Encore!,TV,2019,7+,7.4,68%,Disney Plus,TV
Stitch! The Movie,,2003,all,6.2,20%,Disney Plus,Movie
Phil of the Future,TV,2004,all,7.0,,Disney Plus,TV
Elena of Avalor,TV,2016,all,6.4,,Disney Plus,TV
Annie,,1999,all,6.7,,Disney Plus,Movie
Brink!,,1998,all,7.1,,Disney Plus,Movie
Teacher's Pet,,2004,7+,5.8,76%,Disney Plus,Movie
Zenimation,TV,2020,,7.5,,Disney Plus,TV
Recess: Taking the Fifth Grade,,2003,all,6.8,67%,Disney Plus,Movie
Geek Charming,,2011,7+,6.4,,Disney Plus,Movie
Sharpay's Fabulous Adventure,,2011,all,4.7,60%,Disney Plus,Movie
G-Force,,2009,7+,5.1,22%,Disney Plus,Movie
The Even Stevens Movie,,2003,all,6.2,40%,Disney Plus,Movie
Tiger Cruise,,2005,7+,6.2,60%,Disney Plus,Movie
Camp Nowhere,,1994,7+,6.1,18%,Disney Plus,Movie
Iron Man: Armored Adventures,TV,2009,7+,6.5,,Disney Plus,TV
Marvel's Guardians of the Galaxy,TV,2015,7+,7.4,,Disney Plus,TV
Steamboat Willie,,1928,,7.6,,Disney Plus,Movie
Kim Possible: So the Drama,,2005,all,7.1,,Disney Plus,Movie
Mars Needs Moms,,2011,7+,5.4,37%,Disney Plus,Movie
Mulan II,,2004,all,5.7,,Disney Plus,Movie
Honey I Blew Up the Kid,,1992,7+,4.8,40%,Disney Plus,Movie
Snow Dogs,,2002,7+,5.2,25%,Disney Plus,Movie
One Magic Christmas,,1985,all,6.5,47%,Disney Plus,Movie
Goof Troop,TV,1992,all,6.8,,Disney Plus,TV
Teen Beach 2,,2015,all,6.1,,Disney Plus,Movie
Car S.O.S.,TV,2013,,8.1,,Disney Plus,TV
Dr. Dolittle 2,,2001,7+,4.7,42%,Disney Plus,Movie
102 Dalmatians,,2000,all,4.9,31%,Disney Plus,Movie
The Computer Wore Tennis Shoes,,1969,all,6.1,50%,Disney Plus,Movie
Prom,,2011,7+,5.4,36%,Disney Plus,Movie
The Santa Clause 3: The Escape Clause,,2006,all,4.7,17%,Disney Plus,Movie
Cloud 9,,2014,all,6.6,,Disney Plus,Movie
Spider-Man Unlimited,TV,1999,7+,6.4,50%,Disney Plus,TV
Return from Witch Mountain,,1978,all,5.9,50%,Disney Plus,Movie
Dr. K's Exotic Animal ER,TV,2014,7+,7.9,,Disney Plus,TV
Treasure Island,,1950,7+,6.9,,Disney Plus,Movie
One Day at Disney,TV,2019,all,7.5,,Disney Plus,TV
The Wizards Return: Alex vs. Alex,,2013,7+,6.4,,Disney Plus,Movie
Halloweentown II: Kalabar's Revenge,,2001,all,6.5,,Disney Plus,Movie
Halloweentown High,,2004,all,6.2,,Disney Plus,Movie
Tru Confessions,,2002,all,7.5,,Disney Plus,Movie
Spider-Man and His Amazing Friends,TV,1981,7+,7.2,,Disney Plus,TV
MECH-X4,TV,2016,all,6.1,,Disney Plus,TV
Vampirina,TV,2017,all,6.8,,Disney Plus,TV
Doc McStuffins,TV,2012,all,6.7,,Disney Plus,TV
Best Friends Whenever,TV,2015,all,5.5,,Disney Plus,TV
"Good Luck Charlie, It's Christmas!",,2011,all,6.4,,Disney Plus,Movie
The Ugly Dachshund,,1966,all,6.7,,Disney Plus,Movie
Candleshoe,,1977,7+,6.8,,Disney Plus,Movie
Handy Manny,TV,2006,all,5.6,,Disney Plus,TV
Motocrossed,,2001,all,6.6,,Disney Plus,Movie
Sydney to the Max,TV,2019,all,6.1,,Disney Plus,TV
Kronk's New Groove,,2005,all,5.8,,Disney Plus,Movie
Coop & Cami Ask The World,TV,2018,all,5.8,,Disney Plus,TV
Marvel Studios: Assembling a Universe,,2014,7+,7.6,,Disney Plus,Movie
I Didn't Do It,TV,2014,all,6.0,,Disney Plus,TV
The Lion Guard,TV,2016,all,6.5,,Disney Plus,TV
The Wild,,2006,all,5.3,19%,Disney Plus,Movie
Mickey's Twice Upon a Christmas,,2004,all,6.5,,Disney Plus,Movie
Zenon: Girl of the 21st Century,,1999,all,6.4,,Disney Plus,Movie
Big Hero 6 The Series,TV,2017,7+,7.1,,Disney Plus,TV
Jungle 2 Jungle,,1997,7+,5.2,19%,Disney Plus,Movie
The Haunted Mansion,,2003,7+,5.0,14%,Disney Plus,Movie
Smart House,,1999,all,6.3,,Disney Plus,Movie
Tom and Huck,,1995,7+,5.5,25%,Disney Plus,Movie
Hannah Montana & Miley Cyrus: Best of Both Worlds Concert,,2008,all,2.4,73%,Disney Plus,Movie
Lab Rats: Elite Force,TV,2016,7+,6.5,,Disney Plus,TV
Cheetah,,1989,all,6.0,50%,Disney Plus,Movie
Cadet Kelly,,2002,all,5.5,,Disney Plus,Movie
Out,,2020,7+,7.6,,Disney Plus,Movie
The Reluctant Dragon,,1941,all,6.9,,Disney Plus,Movie
Tangled: Before Ever After,,2017,all,6.6,,Disney Plus,Movie
Z-O-M-B-I-E-S,,2018,all,6.3,,Disney Plus,Movie
Valiant,,2005,all,5.5,32%,Disney Plus,Movie
Out of the Box,TV,1998,all,7.5,,Disney Plus,TV
The Fox and the Hound 2,,2006,all,5.3,20%,Disney Plus,Movie
The Prince and the Pauper,,1990,all,7.1,,Disney Plus,Movie
Pocahontas II: Journey to a New World,,1998,all,4.9,29%,Disney Plus,Movie
Randy Cunningham: 9th Grade Ninja,TV,2012,7+,6.7,,Disney Plus,TV
Silver Surfer,TV,1998,7+,7.1,,Disney Plus,TV
Twitches Too,,2007,7+,5.8,,Disney Plus,Movie
Young Black Stallion,,2003,all,5.6,45%,Disney Plus,Movie
Puppy Dog Pals,TV,2017,all,7.0,,Disney Plus,TV
Diana: In Her Own Words,,2017,,7.9,,Disney Plus,Movie
The Super Hero Squad Show,TV,2009,7+,6.1,50%,Disney Plus,TV
Return to Halloweentown,,2006,all,5.6,,Disney Plus,Movie
Fantastic Four,TV,1994,7+,6.5,,Disney Plus,TV
Johnny Tsunami,,1999,all,6.3,,Disney Plus,Movie
Tin Toy,,1988,all,6.5,,Disney Plus,Movie
"Honey, We Shrunk Ourselves",,1997,7+,5.0,25%,Disney Plus,Movie
Imagination Movers,TV,2008,all,7.0,,Disney Plus,TV
I'll Be Home for Christmas,,1998,all,5.5,23%,Disney Plus,Movie
Quack Pack,TV,1996,7+,6.8,,Disney Plus,TV
Hostile Planet,TV,2019,,8.2,,Disney Plus,TV
Blank Check,,1994,7+,5.3,9%,Disney Plus,Movie
Avalon High,,2011,all,5.7,,Disney Plus,Movie
Stuck in the Middle,TV,2016,all,5.9,,Disney Plus,TV
"Dr. Oakley, Yukon Vet",TV,2014,all,8.1,,Disney Plus,TV
Confessions of a Teenage Drama Queen,,2004,7+,4.6,14%,Disney Plus,Movie
The Shaggy D.A.,,1976,all,5.9,50%,Disney Plus,Movie
Drain the Oceans,TV,2018,7+,7.6,,Disney Plus,TV
Invisible Sister,,2015,all,6.1,,Disney Plus,Movie
The Jungle Book 2,,2003,all,5.4,19%,Disney Plus,Movie
The Disney Family Singalong,,2020,all,8.0,,Disney Plus,Movie
The Luck of the Irish,,2001,all,6.2,,Disney Plus,Movie
The Story of Robin Hood and His Merrie Men,,1952,7+,6.7,,Disney Plus,Movie
Don't Look Under the Bed,,1999,7+,6.9,,Disney Plus,Movie
Iron Man,TV,1994,7+,6.7,,Disney Plus,TV
Cow Belles,,2006,all,5.2,,Disney Plus,Movie
Shipwrecked,,1990,7+,6.7,,Disney Plus,Movie
Winnie the Pooh: Springtime with Roo,,2004,all,6.5,,Disney Plus,Movie
Phineas and Ferb: Star Wars,,2014,all,8.2,,Disney Plus,Movie
The Brave Little Toaster to the Rescue,,1997,all,6.3,40%,Disney Plus,Movie
Muppet Babies,TV,2018,all,7.0,,Disney Plus,TV
Belle's Magical World,,1998,all,5.3,17%,Disney Plus,Movie
How to Build a Better Boy,,2014,all,5.5,,Disney Plus,Movie
Fantastic Four: World's Greatest Heroes,TV,2006,7+,6.8,,Disney Plus,TV
Winnie the Pooh: A Very Merry Pooh Year,,2002,all,6.8,,Disney Plus,Movie
Crash & Bernstein,TV,2012,all,4.8,,Disney Plus,TV
The Emperor's New School,TV,2006,all,6.6,,Disney Plus,TV
Lego Star Wars: Droid Tales,TV,2015,7+,7.5,,Disney Plus,TV
Marvel's Hero Project,TV,2019,7+,5.4,92%,Disney Plus,TV
Zapped,,2014,all,5.1,,Disney Plus,Movie
Phineas and Ferb: Mission Marvel,,2013,all,8.3,,Disney Plus,Movie
12 Dates of Christmas,,2011,7+,6.3,,Disney Plus,Movie
Cinderella II: Dreams Come True,,2002,all,5.0,11%,Disney Plus,Movie
Minutemen,,2008,all,5.8,,Disney Plus,Movie
Bonkers,TV,1993,all,6.8,,Disney Plus,TV
Elephant,,2020,,7.0,,Disney Plus,Movie
The Moon-Spinners,,1964,all,6.7,,Disney Plus,Movie
Primal Survivor,TV,2016,,8.3,,Disney Plus,TV
The Incredible Hulk,TV,1996,7+,6.8,,Disney Plus,TV
Taylor Swift City of Lover Concert,,2020,,7.6,,Disney Plus,Movie
First Kid,,1996,7+,5.2,23%,Disney Plus,Movie
The Thirteenth Year,,1999,all,6.0,,Disney Plus,Movie
The Suite Life Movie,,2011,all,5.3,,Disney Plus,Movie
The Adventures of Bullwhip Griffin,,1967,,6.5,43%,Disney Plus,Movie
Into the Okavango,,2018,7+,7.7,,Disney Plus,Movie
Herbie Goes Bananas,,1980,all,5.0,40%,Disney Plus,Movie
Lamp Life,,2020,,6.7,,Disney Plus,Movie
Tarzan & Jane,,2002,all,5.3,17%,Disney Plus,Movie
It's a Dog's Life with Bill Farmer,TV,2020,7+,5.2,,Disney Plus,TV
Read It and Weep,,2006,all,5.5,,Disney Plus,Movie
Davy Crockett and the River Pirates,,1956,all,6.8,,Disney Plus,Movie
Operation Dumbo Drop,,1995,7+,5.1,31%,Disney Plus,Movie
Life with Mikey,,1993,7+,5.6,25%,Disney Plus,Movie
The Replacements,TV,2006,7+,5.8,,Disney Plus,TV
Stuck in the Suburbs,,2004,all,5.6,,Disney Plus,Movie
Evermoor,TV,2014,all,6.1,,Disney Plus,TV
Great Migrations,TV,2010,all,8.1,,Disney Plus,TV
Walt Disney Animation Studios: Short Circuit Experimental Films,TV,2020,all,,,Disney Plus,TV
My Friends Tigger & Pooh,TV,2007,all,5.8,,Disney Plus,TV
Girl vs. Monster,,2012,7+,5.5,,Disney Plus,Movie
Right on Track,,2003,all,6.2,,Disney Plus,Movie
The Proud Family Movie,,2005,all,5.4,,Disney Plus,Movie
The Brave Little Toaster Goes to Mars,,1998,all,5.7,40%,Disney Plus,Movie
Jake and the Never Land Pirates,TV,2011,all,5.6,,Disney Plus,TV
The Small One,,1978,all,7.8,,Disney Plus,Movie
Ice Age: The Great Egg-Scapade,,2016,7+,5.9,,Disney Plus,Movie
The Apple Dumpling Gang Rides Again,,1979,all,6.1,,Disney Plus,Movie
Walt & El Grupo,,2008,7+,6.4,59%,Disney Plus,Movie
Inspector Gadget,,1999,7+,4.1,21%,Disney Plus,Movie
Phantom of the Megaplex,,2008,all,6.5,,Disney Plus,Movie
Double Teamed,,2002,all,6.1,,Disney Plus,Movie
"Marvel: 75 Years, From Pulp to Pop!",,2014,7+,7.3,,Disney Plus,Movie
College Road Trip,,2008,all,4.3,12%,Disney Plus,Movie
The Living Desert,,1953,all,7.5,,Disney Plus,Movie
JONAS,TV,2009,,4.6,,Disney Plus,TV
Mr. Boogedy,,1986,all,7.3,,Disney Plus,Movie
Wendy Wu: Homecoming Warrior,,2006,all,5.4,,Disney Plus,Movie
Mom's Got a Date with a Vampire,,2000,7+,5.9,,Disney Plus,Movie
The Hunchback of Notre Dame II,,2002,all,4.7,30%,Disney Plus,Movie
MARS: Inside SpaceX,,2018,7+,7.4,,Disney Plus,Movie
Marvel’s Hulk and the Agents of S.M.A.S.H,TV,2013,7+,6.1,,Disney Plus,TV
Wings of Life,,2011,all,7.4,,Disney Plus,Movie
Atlantis: Milo's Return,,2003,all,5.1,,Disney Plus,Movie
Spin and Marty,TV,1955,all,8.3,,Disney Plus,TV
Rip Girls,,2000,all,6.2,,Disney Plus,Movie
Go Figure,,2005,all,5.7,,Disney Plus,Movie
One Day at Disney,,2019,,7.2,,Disney Plus,Movie
Babes in the Woods,,1932,,6.8,,Disney Plus,Movie
The Lodge,TV,2016,,6.0,,Disney Plus,TV
Sacred Planet,,2004,all,6.1,58%,Disney Plus,Movie
Legend of the Three Caballeros,TV,2018,all,7.9,,Disney Plus,TV
Jumping Ship,,2001,all,6.2,,Disney Plus,Movie
Going to the Mat,,2004,all,6.8,,Disney Plus,Movie
Get a Clue,,2002,all,5.1,,Disney Plus,Movie
The Disney Family Singalong: Volume II,,2020,all,7.6,,Disney Plus,Movie
The Mistle-Tones,,2012,7+,6.7,,Disney Plus,Movie
Pick of the Litter,TV,2019,7+,8.2,,Disney Plus,TV
America's National Parks,TV,2015,all,7.9,,Disney Plus,TV
Bad Hair Day,,2015,all,6.0,,Disney Plus,Movie
America's Heart and Soul,,2004,7+,5.1,50%,Disney Plus,Movie
Teen Spirit,,2011,13+,5.5,,Disney Plus,Movie
Freaky Friday,,2018,all,3.7,67%,Disney Plus,Movie
Snowball Express,,1972,all,6.5,,Disney Plus,Movie
Pixar in Real Life,TV,2019,all,6.5,,Disney Plus,TV
The Million Dollar Duck,,1971,all,5.9,17%,Disney Plus,Movie
Mighty Ducks: The Animated Series,TV,1996,7+,6.4,,Disney Plus,TV
Be our Chef,TV,2020,all,6.7,,Disney Plus,TV
Apollo: Missions to the Moon,,2019,,7.7,,Disney Plus,Movie
Artemis Fowl,,2020,,,,Disney Plus,Movie
Johnny Kapahala - Back on Board,,2007,,5.5,,Disney Plus,Movie
Pixel Perfect,,2004,all,5.7,,Disney Plus,Movie
Zenon: The Zequel,,2001,all,5.9,,Disney Plus,Movie
Fish Hooks,TV,2010,all,4.6,,Disney Plus,TV
Out of Scale,,1951,,7.5,,Disney Plus,Movie
Secrets of the Zoo,TV,2018,,,,Disney Plus,TV
Hatching Pete,,2009,all,5.4,,Disney Plus,Movie
Bride of Boogedy,,1987,all,7.4,,Disney Plus,Movie
The Book of Pooh,TV,2001,,6.3,,Disney Plus,TV
The Vanishing Prairie,,1954,all,7.5,,Disney Plus,Movie
My Favorite Martian,,1999,7+,5.1,12%,Disney Plus,Movie
Almost Angels,,1962,,6.6,,Disney Plus,Movie
Mickey and the Roadster Racers,TV,2017,all,6.2,,Disney Plus,TV
Alley Cats Strike,,2000,all,6.1,,Disney Plus,Movie
Gus,,1976,all,5.9,,Disney Plus,Movie
Three Days,,2001,all,7.2,,Disney Plus,Movie
Sheriff Callie's Wild West,TV,2013,all,6.4,,Disney Plus,TV
Fancy Nancy,TV,2018,all,5.2,,Disney Plus,TV
Titanic: 20 Years Later with James Cameron,,2017,7+,7.2,,Disney Plus,Movie
A Ring of Endless Light,,2002,all,6.1,,Disney Plus,Movie
Eddie's Million Dollar Cook Off,,2003,all,6.0,,Disney Plus,Movie
The Country Bears,,2002,all,4.1,29%,Disney Plus,Movie
Life-Size 2,,2018,16+,4.8,40%,Disney Plus,Movie
The Swap,,2016,all,6.1,,Disney Plus,Movie
Frenemies,,2012,all,5.0,,Disney Plus,Movie
Inspector Gadget 2,,2003,all,3.4,40%,Disney Plus,Movie
Dolphin Reef,,2018,all,6.8,,Disney Plus,Movie
The Big Fib,TV,2020,,5.6,,Disney Plus,TV
Snowglobe,,2007,7+,6.0,,Disney Plus,Movie
Horse Sense,,1999,all,6.2,,Disney Plus,Movie
Once Upon A Mattress,,2005,7+,6.3,,Disney Plus,Movie
The African Lion,,1955,all,7.2,,Disney Plus,Movie
The Avengers: United They Stand,TV,1999,7+,5.5,,Disney Plus,TV
Breaking2,,2017,7+,7.4,,Disney Plus,Movie
The Other Me,,2000,all,6.1,,Disney Plus,Movie
Quints,,2000,all,5.7,,Disney Plus,Movie
Origins: The Journey of Humankind,TV,2017,,6.7,,Disney Plus,TV
Gotta Kick It Up!,,2002,all,5.8,,Disney Plus,Movie
Spider-Woman,TV,1979,all,5.7,,Disney Plus,TV
Bizaardvark,TV,2016,all,3.6,,Disney Plus,TV
Den Brother,,2010,,5.4,,Disney Plus,Movie
The Strongest Man in the World,,1975,all,6.1,,Disney Plus,Movie
Year Million,TV,2017,16+,7.5,,Disney Plus,TV
Marvel Future Avengers,TV,2017,7+,5.7,,Disney Plus,TV
Genius,,1999,all,6.3,,Disney Plus,Movie
Kirby Buckets,TV,2014,7+,4.7,,Disney Plus,TV
Miracle in Lane 2,,2000,all,6.1,,Disney Plus,Movie
Doug's 1st Movie,,1999,all,5.0,26%,Disney Plus,Movie
Atlantis Rising,,2017,,6.6,,Disney Plus,Movie
"Up, Up, and Away",,2000,all,5.6,,Disney Plus,Movie
Marvel Rising: Heart of Iron,,2019,,4.1,,Disney Plus,Movie
Marvel Rising: Chasing Ghosts,,2019,,4.6,,Disney Plus,Movie
The Ultimate Christmas Present,,2000,all,5.9,,Disney Plus,Movie
Jonas Brothers: The Concert Experience,,2009,all,1.6,24%,Disney Plus,Movie
Zenon: Z3,,2004,all,5.5,,Disney Plus,Movie
In the Footsteps of Elephant,,2020,,7.7,,Disney Plus,Movie
You Wish!,,2003,all,6.2,,Disney Plus,Movie
Shop Class,TV,2020,all,6.8,,Disney Plus,TV
Henry Hugglemonster,TV,2013,all,5.2,,Disney Plus,TV
Dadnapped,,2009,all,4.9,,Disney Plus,Movie
The Sandlot: Heading Home,,2007,7+,5.0,,Disney Plus,Movie
Santa Paws 2: The Santa Pups,,2012,all,4.9,,Disney Plus,Movie
A Kid in King Arthur's Court,,1995,7+,4.7,5%,Disney Plus,Movie
Life Is Ruff,,2005,7+,4.9,,Disney Plus,Movie
Amy,,1981,all,6.6,,Disney Plus,Movie
Those Calloways,,1965,7+,6.7,,Disney Plus,Movie
Secrets of the Zoo: Tampa,TV,2020,,8.7,,Disney Plus,TV
Under the Sea: A Descendants Story,,2018,,6.0,,Disney Plus,Movie
"Heartland Docs, DVM",TV,2020,,8.7,,Disney Plus,TV
The Scream Team,,2002,7+,6.7,,Disney Plus,Movie
A Celebration of the Music from Coco,,2020,,7.3,,Disney Plus,Movie
Dog: Impossible,TV,2019,,8.3,,Disney Plus,TV
Into the Grand Canyon,,2019,,7.5,,Disney Plus,Movie
Jungle Cat,,1959,7+,7.4,,Disney Plus,Movie
Water Birds,,1952,,6.7,,Disney Plus,Movie
Miracle at Midnight,,1998,,7.1,,Disney Plus,Movie
Kingdom of the White Wolf,TV,2019,,8.2,,Disney Plus,TV
Full-Court Miracle,,2003,all,5.8,,Disney Plus,Movie
'Twas the Night,,2001,all,5.4,,Disney Plus,Movie
That Darn Cat,,1997,7+,4.7,13%,Disney Plus,Movie
Nature's Half Acre,,1951,,7.2,,Disney Plus,Movie
High School Musical: The Musical: The Series: The Special,,2019,,7.6,,Disney Plus,Movie
Marvel Rising: Operation Shuri,,2019,7+,5.1,,Disney Plus,Movie
Lost Treasures of the Maya,TV,2019,,,,Disney Plus,TV
George of the Jungle 2,,2003,7+,3.3,17%,Disney Plus,Movie
Diving with Dolphins,,2020,,7.2,,Disney Plus,Movie
Prowlers of the Everglades,,1953,,8.0,,Disney Plus,Movie
101 Dalmatian Street,TV,2019,,6.4,,Disney Plus,TV
Super Buddies,,2013,all,4.3,,Disney Plus,Movie
Unlikely Animal Friends,TV,2012,,7.7,,Disney Plus,TV
Fast Layne,TV,2019,all,5.4,,Disney Plus,TV
Recess: All Growed Down,,2003,all,6.6,,Disney Plus,Movie
The Secret of the Magic Gourd,,2007,all,5.1,,Disney Plus,Movie
Drain the Bermuda Triangle,,2014,,6.5,,Disney Plus,Movie
The Plausible Impossible,,1956,,7.6,,Disney Plus,Movie
Drain the Titanic,,2016,,6.4,,Disney Plus,Movie
LEGO Star Wars: All-Stars,TV,2018,7+,6.5,,Disney Plus,TV
Emil and the Detectives,,1964,7+,6.2,,Disney Plus,Movie
Perri,,1957,all,6.7,,Disney Plus,Movie
Buried Secrets of the Bible with Albert Lin,TV,2019,,6.4,,Disney Plus,TV
Buffalo Dreams,,2005,all,5.8,,Disney Plus,Movie
Meet the Deedles,,1998,7+,4.1,7%,Disney Plus,Movie
Penguins: Life on the Edge,,2020,,6.8,,Disney Plus,Movie
Decorating Disney: Holiday Magic,,2017,7+,7.1,,Disney Plus,Movie
Stepsister from Planet Weird,,2000,all,5.9,,Disney Plus,Movie
Skyrunners,,2009,all,5.0,,Disney Plus,Movie
Drain the Great Lakes,,2011,all,6.9,,Disney Plus,Movie
Mission to the Sun,,2018,7+,6.9,,Disney Plus,Movie
Iron Man & Hulk: Heroes United,,2013,7+,4.7,,Disney Plus,Movie
Just Roll With It,TV,2019,7+,4.8,,Disney Plus,TV
Marvel Rising: Playing with Fire,,2019,7+,5.3,,Disney Plus,Movie
You Lucky Dog,,1998,all,4.7,,Disney Plus,Movie
Birth of Europe,TV,2012,all,7.1,,Disney Plus,TV
The Flood,,2018,,7.9,,Disney Plus,Movie
Expedition Mars,,2016,,8.1,,Disney Plus,Movie
Prairie Dog Manor,TV,2019,,8.5,,Disney Plus,TV
Kazaam,,1996,7+,3.0,6%,Disney Plus,Movie
The Sign of Zorro,,1958,,7.1,,Disney Plus,Movie
Disney's Fairy Tale Weddings,,2017,,6.8,,Disney Plus,Movie
Teacher's Pet,TV,2000,all,6.4,,Disney Plus,TV
Treasure of Matecumbe,,1976,all,6.2,,Disney Plus,Movie
The Christmas Star,,1986,all,6.4,,Disney Plus,Movie
Swiss Family Robinson,,1940,,6.5,,Disney Plus,Movie
Viking Warrior Women,,2019,,6.6,,Disney Plus,Movie
The Lost Tomb of Alexander the Great,,2019,7+,6.6,,Disney Plus,Movie
Hounded,,2001,all,5.1,,Disney Plus,Movie
The Prince and the Pauper,,1962,7+,6.3,,Disney Plus,Movie
Ready to Run,,2000,all,5.3,,Disney Plus,Movie
Drain The Ocean: WWII,,2016,7+,7.1,,Disney Plus,Movie
Trail of the Panda,,2009,all,6.5,,Disney Plus,Movie
"Sammy, the Way-Out Seal",,1962,all,6.7,,Disney Plus,Movie
Stonehenge: Decoded,,2008,,6.5,,Disney Plus,Movie
Marvel Rising: Battle of the Bands,,2019,,4.5,,Disney Plus,Movie
A Tale of Two Critters,,1977,all,6.4,,Disney Plus,Movie
Yellowstone Cubs,,1963,all,6.8,,Disney Plus,Movie
Kingdom of the Blue Whale,,2009,,7.3,,Disney Plus,Movie
The Castaway Cowboy,,1974,all,5.9,,Disney Plus,Movie
Secrets of Christ's Tomb: Explorer Special,,2017,,6.4,,Disney Plus,Movie
Can of Worms,,1999,7+,5.0,,Disney Plus,Movie
The Spaceman and King Arthur,,1979,all,5.3,,Disney Plus,Movie
Disney Family Sundays,TV,2019,,6.0,,Disney Plus,TV
Hacksaw,,1971,7+,6.3,,Disney Plus,Movie
Justin Morgan Had a Horse,,1972,all,6.5,,Disney Plus,Movie
Bizarre Dinosaurs,,2010,,6.7,,Disney Plus,Movie
Pocahontas,,1995,,5.3,55%,Disney Plus,Movie
Richie Rich's Christmas Wish,,1998,all,4.1,,Disney Plus,Movie
Miracle Landing on the Hudson,,2013,,6.6,,Disney Plus,Movie
The Biscuit Eater,,1972,all,5.7,,Disney Plus,Movie
Marvel Super Hero Adventures,TV,2017,all,6.2,,Disney Plus,TV
Drain Alcatraz,,2017,,6.0,,Disney Plus,Movie
Drain The Sunken Pirate City,,2017,,6.6,,Disney Plus,Movie
My Dog the Thief,,1969,,6.1,,Disney Plus,Movie
Paris to Pittsburgh,,2018,,6.9,,Disney Plus,Movie
Easter Island Unsolved,,2018,7+,,,Disney Plus,Movie
The Boy Who Talked to Badgers,,1975,,6.2,,Disney Plus,Movie
How Dogs Got Their Shapes,,2016,,6.7,,Disney Plus,Movie
Alaska's Grizzly Gauntlet,TV,2018,,7.5,,Disney Plus,TV
Out There with Jack Randall,TV,2019,,6.9,,Disney Plus,TV
Fuzzbucket,,1986,all,6.1,,Disney Plus,Movie
Secrets of Life,,1956,all,7.3,,Disney Plus,Movie
Earth Live,,2017,,5.6,,Disney Plus,Movie
The Greeks,TV,2016,,7.9,,Disney Plus,TV
The Ghosts of Buxley Hall,,1980,,6.2,,Disney Plus,Movie
The Jungle Book: Mowgli's Story,,1998,all,4.2,,Disney Plus,Movie
Sea of Hope: America's Underwater Treasures,,2017,,7.3,,Disney Plus,Movie
Giants of the Deep Blue,,2017,7+,,,Disney Plus,Movie
Casebusters,,1986,all,5.8,,Disney Plus,Movie
Women of Impact,,2019,,5.9,,Disney Plus,Movie
Winged Seduction: Birds of Paradise,,2012,,6.7,,Disney Plus,Movie
Secrets of the King Cobra,,2010,,6.4,,Disney Plus,Movie
Billy Dilley's Super-Duper Subterranean Summer,TV,2017,7+,4.5,,Disney Plus,TV
Tree Climbing Lions,,2018,7+,,,Disney Plus,Movie
Holiday Magic,TV,2017,,7.0,,Disney Plus,TV
The Poof Point,,2001,7+,4.7,,Disney Plus,Movie
Secrets of Wild India,TV,2012,,8.2,,Disney Plus,TV
Howie Mandel's Animals Doing Things,TV,2018,,3.5,,Disney Plus,TV
Whispers: An Elephant's Tale,,2000,all,5.1,,Disney Plus,Movie
Sultan And The Rock Star,,1980,,5.7,,Disney Plus,Movie
Planet of the Birds,,2018,,,,Disney Plus,Movie
Man Among Cheetahs,,2017,,6.6,,Disney Plus,Movie
The Bears and I,,1974,all,6.2,,Disney Plus,Movie
United States of Animals,TV,2016,,6.4,,Disney Plus,TV
Sharks of Lost Island,,2013,,5.7,,Disney Plus,Movie
Holiday Magic,,2017,7+,7.0,,Disney Plus,Movie
Disney Junior Music Nursery Rhymes,TV,2017,all,6.7,,Disney Plus,TV
Rocky Mountain Animal Rescue,TV,2018,,7.9,,Disney Plus,TV
Disney Insider,TV,2012,,,,Disney Plus,TV
Bug Juice: My Adventures at Camp,TV,2018,,7.0,,Disney Plus,TV
Lost Treasures of Egypt,TV,2019,,,,Disney Plus,TV
In Beaver Valley,,1950,,,,Disney Plus,Movie
Chasing the Equinox,,2020,,,,Disney Plus,Movie
Wild Russia,TV,2018,,,,Disney Plus,TV
Awesome Animals,TV,2013,,,,Disney Plus,TV
Love & Vets,TV,2017,,,,Disney Plus,TV
Tut's Treasures: Hidden Secrets,TV,2018,,,,Disney Plus,TV
Paradise Islands,TV,2017,,,,Disney Plus,TV
Game of Thrones,TV,2011,18+,9.3,89%,HBO Max,TV
Rick and Morty,TV,2013,18+,9.2,94%,HBO Max,TV
Fight Club,,1999,18+,8.8,79%,HBO Max,Movie
The Lord of the Rings: The Fellowship of the Ring,,2001,13+,8.8,91%,HBO Max,Movie
The Lord of the Rings: The Two Towers,,2002,13+,8.7,95%,HBO Max,Movie
The Lord of the Rings: The Return of the King,,2003,13+,8.9,93%,HBO Max,Movie
Alien,,1979,18+,8.4,94%,HBO Max,Movie
Good Will Hunting,,1997,18+,8.3,97%,HBO Max,Movie
Chernobyl,TV,2019,18+,9.4,96%,HBO Max,TV
Spirited Away,,2001,7+,8.6,97%,HBO Max,Movie
The Wire,TV,2002,18+,9.3,94%,HBO Max,TV
Die Hard,,1988,18+,8.2,93%,HBO Max,Movie
Joker,,2019,18+,8.5,68%,HBO Max,Movie
Aliens,,1986,18+,8.3,97%,HBO Max,Movie
Apocalypse Now,,1979,18+,8.4,98%,HBO Max,Movie
Friends,TV,1994,16+,8.9,78%,HBO Max,TV
Once Upon a Time in the West,,1968,13+,8.5,95%,HBO Max,Movie
Band of Brothers,TV,2001,18+,9.4,94%,HBO Max,TV
Harry Potter and the Deathly Hallows: Part 2,,2011,13+,8.1,96%,HBO Max,Movie
